Time (s),Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z,Label
1414.45455,-0.71,9.58,0.75,-0.02,-0.02,0.01,Stand
1414.560507,-0.62,9.59,0.74,-0.03,-0.02,0.01,Stand
1414.665265,-0.74,9.63,0.75,-0.05,-0.03,0.01,Stand
1414.769726,-0.75,9.65,0.83,-0.05,-0.05,0.02,Stand
1414.874516,-0.6,9.55,0.82,-0.04,-0.04,0.02,Stand
1414.980258,-0.67,9.61,0.82,-0.04,-0.04,0.01,Stand
1415.086698,-0.6,9.57,0.87,-0.05,-0.04,0.01,Stand
1415.190178,-0.62,9.56,0.87,-0.05,-0.04,0,Stand
1415.295337,-0.62,9.56,0.95,-0.03,-0.04,0,Stand
1415.399975,-0.65,9.54,0.93,-0.03,-0.05,0,Stand
1415.505086,-0.75,9.6,0.96,-0.04,-0.04,0.01,Stand
1415.610257,-0.62,9.59,0.93,-0.03,-0.05,0.01,Stand
1415.714702,-0.68,9.56,0.99,-0.03,-0.05,0.01,Stand
1415.819593,-0.67,9.55,1.03,-0.02,-0.04,0.01,Stand
1415.925632,-0.68,9.57,1,0.01,-0.04,-0.01,Stand
1416.030256,-0.52,9.53,0.89,0.01,-0.04,-0.02,Stand
1416.135914,-0.74,9.59,0.92,0,-0.03,-0.01,Stand
1416.239742,-0.66,9.55,0.97,0.01,-0.03,0,Stand
1416.3451,-0.84,9.59,0.87,0.02,-0.02,-0.01,Stand
1416.449666,-0.62,9.56,0.84,0.01,-0.04,0,Stand
1416.555458,-0.54,9.51,0.81,-0.01,-0.02,-0.02,Stand
1416.659961,-0.97,9.65,0.74,-0.03,0.01,-0.01,Stand
1416.76528,-0.74,9.57,0.81,-0.03,-0.02,0.04,Stand
1416.870324,-0.68,9.56,0.79,-0.02,-0.02,0,Stand
1416.974853,-0.87,9.62,0.87,-0.03,-0.03,0.03,Stand
1417.080041,-0.89,9.62,0.87,-0.04,-0.03,0.04,Stand
1417.185204,-0.69,9.56,0.86,-0.04,-0.04,0.04,Stand
1417.289982,-0.63,9.55,0.93,-0.04,-0.03,0.02,Stand
1417.394751,-0.61,9.55,0.87,-0.03,-0.02,0.01,Stand
1417.499234,-0.71,9.59,0.88,-0.04,0,0,Stand
1417.605071,-0.78,9.57,1,-0.03,0,0.02,Stand
1417.709461,-0.55,9.45,0.93,-0.03,0,0.03,Stand
1417.814316,-0.59,9.52,0.93,0.01,-0.01,0.01,Stand
1417.919359,-0.62,9.53,0.9,-0.01,0,0.01,Stand
1418.024533,-0.74,9.66,0.91,0,0,0,Stand
1418.129125,-0.83,9.59,0.93,0,0.01,0.01,Stand
1418.234253,-0.66,9.59,0.84,0.01,-0.01,0.04,Stand
1418.33921,-0.62,9.58,0.83,0.01,-0.02,0.03,Stand
1418.444538,-0.59,9.61,0.8,-0.01,-0.02,0.02,Stand
1418.550373,-0.6,9.6,0.8,-0.01,-0.01,0.02,Stand
1418.656256,-0.57,9.55,0.78,-0.01,-0.01,0.01,Stand
1418.760486,-0.71,9.66,0.83,0,-0.01,0.02,Stand
1418.864701,-0.59,9.57,0.79,-0.03,-0.01,0.03,Stand
1418.970261,-0.52,9.56,0.78,-0.01,-0.01,0.03,Stand
1419.075489,-0.54,9.6,0.75,0,-0.01,0,Stand
1419.179684,-0.57,9.54,0.69,0,0,0,Stand
1419.285438,-0.59,9.6,0.74,0.01,-0.01,0.02,Stand
1419.390466,-0.52,9.56,0.69,0.01,-0.01,0.02,Stand
1419.494669,-0.59,9.63,0.64,0,-0.01,0.02,Stand
1419.600267,-0.61,9.6,0.64,-0.02,-0.02,0.02,Stand
1419.705172,-0.49,9.59,0.64,-0.01,-0.02,0.01,Stand
1419.809739,-0.54,9.61,0.62,-0.01,-0.02,0.01,Stand
1419.914082,-0.52,9.62,0.64,-0.01,-0.02,0.01,Stand
1420.020192,-0.55,9.63,0.63,-0.03,-0.02,0,Stand
1420.124563,-0.55,9.58,0.66,-0.02,-0.02,0.01,Stand
1420.229561,-0.56,9.64,0.6,-0.02,-0.03,0.01,Stand
1420.335264,-0.5,9.56,0.64,-0.01,-0.02,0.01,Stand
1420.439958,-0.54,9.64,0.62,-0.01,-0.02,0,Stand
1420.544594,-0.61,9.61,0.64,-0.01,-0.02,0.01,Stand
1420.650008,-0.48,9.58,0.61,-0.01,-0.02,0.01,Stand
1420.754921,-0.56,9.6,0.62,-0.03,-0.03,0,Stand
1420.859283,-0.61,9.63,0.61,-0.02,-0.03,0.02,Stand
1420.967083,-0.54,9.6,0.62,-0.02,-0.03,0.01,Stand
1421.069682,-0.54,9.58,0.65,-0.02,-0.03,0.01,Stand
1421.175421,-0.57,9.61,0.64,-0.03,-0.03,0.01,Stand
1421.280307,-0.58,9.64,0.64,-0.02,-0.03,0.01,Stand
1421.384734,-0.51,9.58,0.67,-0.03,-0.03,0.01,Stand
1421.489962,-0.56,9.61,0.64,-0.02,-0.03,0.01,Stand
1421.59455,-0.61,9.62,0.63,-0.04,-0.03,0.01,Stand
1421.699891,-0.48,9.59,0.63,-0.03,-0.04,0.01,Stand
1421.804053,-0.53,9.59,0.67,-0.03,-0.03,0,Stand
1421.909722,-0.57,9.62,0.71,-0.03,-0.03,0,Stand
1422.014656,-0.52,9.56,0.72,-0.03,-0.02,0,Stand
1422.120283,-0.57,9.58,0.69,-0.01,-0.03,0.01,Stand
1422.224736,-0.46,9.57,0.62,-0.02,-0.03,0.01,Stand
1422.329782,-0.61,9.65,0.71,-0.03,-0.03,0.01,Stand
1422.435541,-0.45,9.55,0.68,-0.03,-0.03,0,Stand
1422.539714,-0.61,9.63,0.74,-0.03,-0.03,0,Stand
1422.645093,-0.66,9.62,0.75,-0.02,-0.03,0.01,Stand
1422.750283,-0.6,9.56,0.73,-0.03,-0.04,0,Stand
1422.855294,-0.61,9.59,0.76,-0.03,-0.04,0,Stand
1422.959779,-0.62,9.58,0.71,-0.02,-0.04,0.01,Stand
1423.065508,-0.62,9.65,0.78,-0.03,-0.04,0.01,Stand
1423.169962,-0.59,9.54,0.78,-0.03,-0.03,0,Stand
1423.274823,-0.62,9.62,0.78,-0.02,-0.03,0,Stand
1423.380445,-0.59,9.57,0.76,-0.02,-0.03,0.01,Stand
1423.485624,-0.6,9.62,0.76,-0.02,-0.03,0,Stand
1423.589754,-0.61,9.6,0.74,-0.01,-0.02,0.01,Stand
1423.695532,-0.57,9.56,0.76,-0.01,-0.03,0.01,Stand
1423.801386,-0.58,9.59,0.72,-0.01,-0.02,0.01,Stand
1423.904711,-0.61,9.61,0.71,-0.01,-0.03,0,Stand
1424.01034,-0.64,9.6,0.72,-0.01,-0.03,0.01,Stand
1424.115363,-0.64,9.6,0.73,-0.02,-0.02,0,Stand
1424.219596,-0.64,9.61,0.66,-0.02,-0.03,0.01,Stand
1424.325321,-0.57,9.55,0.75,-0.03,-0.02,0.01,Stand
1424.430145,-0.58,9.6,0.77,-0.02,-0.02,0,Stand
1424.534691,-0.68,9.62,0.77,-0.03,-0.03,0.02,Stand
1424.640297,-0.33,9.55,0.71,-0.03,-0.04,0.02,Stand
1424.76149,-0.57,9.57,0.76,-0.03,-0.03,0,Stand
1424.84982,-0.58,9.56,0.8,-0.02,-0.02,-0.01,Stand
1424.970276,-0.7,9.64,0.8,-0.02,-0.02,0,Stand
1425.06024,-0.63,9.59,0.77,-0.01,-0.03,0.02,Stand
1425.164974,-0.58,9.59,0.79,-0.03,-0.04,0.01,Stand
1425.269289,-0.62,9.6,0.8,-0.03,-0.03,0.01,Stand
1425.376281,-0.58,9.59,0.79,-0.02,-0.03,0.01,Stand
1425.480419,-0.57,9.57,0.85,-0.03,-0.02,0.01,Stand
1425.584671,-0.57,9.54,0.87,-0.03,-0.02,0,Stand
1425.689921,-0.57,9.58,0.84,-0.03,-0.02,0.01,Stand
1425.793359,-0.66,9.56,0.87,-0.03,-0.03,0.02,Stand
1425.89904,-0.44,9.52,0.87,-0.02,-0.03,0.02,Stand
1426.004587,-0.53,9.55,0.89,-0.03,-0.03,0,Stand
1426.109799,-0.58,9.56,0.92,-0.04,-0.02,0.01,Stand
1426.215467,-0.52,9.54,0.92,-0.02,-0.02,0.01,Stand
1426.319196,-0.54,9.58,0.89,-0.03,-0.02,0,Stand
1426.424758,-0.61,9.6,0.91,-0.02,-0.03,0.02,Stand
1426.531549,-0.54,9.54,0.94,-0.02,-0.03,0.01,Stand
1426.63531,-0.52,9.53,0.91,-0.03,-0.02,0.01,Stand
1426.73976,-0.59,9.61,0.92,-0.02,-0.02,0.01,Stand
1426.845107,-0.57,9.56,0.95,-0.01,-0.02,0.01,Stand
1426.951325,-0.54,9.59,0.91,-0.01,-0.02,0,Stand
1427.054969,-0.57,9.59,0.89,-0.02,-0.02,0,Stand
1427.159584,-0.52,9.58,0.87,-0.02,-0.02,0.01,Stand
1427.265478,-0.53,9.55,0.91,-0.02,-0.01,0,Stand
1427.371084,-0.48,9.52,0.9,0,-0.02,0,Stand
1427.475245,-0.56,9.59,0.9,-0.02,-0.02,0.01,Stand
1427.580558,-0.59,9.58,0.92,-0.01,-0.02,0.01,Stand
1427.684803,-0.53,9.57,0.92,-0.01,-0.02,0,Stand
1427.789758,-0.57,9.59,0.88,-0.02,-0.02,0.01,Stand
1427.895574,-0.53,9.57,0.89,0,-0.02,0.01,Stand
1427.999818,-0.59,9.6,0.87,-0.01,-0.02,0.01,Stand
1428.105237,-0.6,9.61,0.86,-0.02,-0.02,0.01,Stand
1428.211304,-0.58,9.56,0.86,-0.01,-0.02,0.01,Stand
1428.314777,-0.56,9.56,0.87,0,-0.02,0.01,Stand
1428.420296,-0.57,9.59,0.82,-0.01,-0.02,0.02,Stand
1428.525314,-0.58,9.6,0.82,-0.01,-0.02,0.01,Stand
1428.630377,-0.58,9.57,0.82,-0.02,-0.02,0.01,Stand
1428.734677,-0.53,9.56,0.87,-0.02,-0.01,0.01,Stand
1428.839393,-0.53,9.57,0.81,-0.01,-0.02,0.01,Stand
1428.944776,-0.59,9.58,0.82,-0.02,-0.02,0.01,Stand
1429.04952,-0.53,9.59,0.82,-0.02,-0.02,0.01,Stand
1429.154527,-0.57,9.59,0.8,-0.01,-0.02,0.01,Stand
1429.260085,-0.51,9.58,0.81,-0.02,-0.02,0.01,Stand
1429.365479,-0.56,9.58,0.78,-0.02,-0.02,0.01,Stand
1429.470204,-0.53,9.57,0.8,-0.01,-0.03,0.01,Stand
1429.574627,-0.57,9.58,0.78,-0.02,-0.02,0,Stand
1429.69458,-0.56,9.57,0.78,-0.01,-0.02,0.01,Stand
1429.784651,-0.53,9.61,0.76,-0.02,-0.02,0.01,Stand
1429.889073,-0.52,9.63,0.73,-0.02,-0.02,0,Stand
1430.009748,-0.52,9.59,0.74,0,-0.02,0.01,Stand
1430.116519,-0.56,9.58,0.74,-0.02,-0.02,0.01,Stand
1430.205036,-0.53,9.55,0.77,-0.02,-0.03,0.01,Stand
1430.309208,-0.58,9.59,0.75,-0.02,-0.02,0.01,Stand
1430.415336,-0.63,9.61,0.78,-0.01,-0.02,0.01,Stand
1430.519769,-0.52,9.59,0.76,-0.02,-0.02,0.02,Stand
1430.625012,-0.47,9.55,0.77,0,-0.01,0,Stand
1430.730203,-0.61,9.62,0.77,0,-0.02,0.01,Stand
1430.834203,-0.56,9.61,0.71,-0.01,-0.02,0.02,Stand
1430.939563,-0.5,9.55,0.72,-0.03,-0.02,0.01,Stand
1431.046221,-0.55,9.61,0.7,-0.01,-0.02,0.01,Stand
1431.149632,-0.55,9.6,0.69,-0.02,-0.02,0.02,Stand
1431.255182,-0.52,9.59,0.73,-0.01,-0.02,0.01,Stand
1431.36014,-0.52,9.57,0.7,0,-0.01,0.01,Stand
1431.464908,-0.54,9.61,0.69,0,-0.02,0.02,Stand
1431.570227,-0.45,9.59,0.7,0,-0.02,0.01,Stand
1431.675223,-0.51,9.63,0.63,-0.01,-0.02,0.01,Stand
1431.779822,-0.46,9.62,0.64,-0.01,-0.02,0.01,Stand
1431.88506,-0.55,9.65,0.69,-0.02,-0.01,0.01,Stand
1431.99052,-0.39,9.55,0.67,-0.01,-0.02,0.02,Stand
1432.094667,-0.54,9.58,0.62,-0.01,-0.02,0,Stand
1432.200114,-0.61,9.65,0.64,-0.03,-0.02,0.02,Stand
1432.305477,-0.39,9.57,0.69,-0.01,-0.02,0.01,Stand
1432.410511,-0.48,9.61,0.67,0,-0.01,0,Stand
1432.5142,-0.51,9.61,0.58,0.01,-0.02,0.01,Stand
1432.649662,-0.48,9.6,0.62,-0.01,-0.02,0.01,Stand
1432.724455,-0.47,9.61,0.59,-0.02,-0.02,0.01,Stand
1432.830302,-0.5,9.62,0.58,-0.02,-0.02,0.01,Stand
1432.9352,-0.5,9.57,0.59,-0.01,-0.02,0,Stand
1433.040569,-0.49,9.61,0.57,-0.02,-0.02,0.02,Stand
1433.145332,-0.47,9.59,0.59,-0.02,-0.02,0.01,Stand
1433.264778,-0.5,9.64,0.57,-0.02,-0.02,0,Stand
1433.354686,-0.49,9.63,0.55,-0.02,-0.03,0.01,Stand
1433.460505,-0.49,9.61,0.62,-0.02,-0.02,0.01,Stand
1433.565298,-0.46,9.6,0.62,-0.01,-0.03,-0.01,Stand
1433.669763,-0.62,9.67,0.61,0,-0.02,0.01,Stand
1433.775438,-0.53,9.62,0.55,-0.02,-0.03,0.02,Stand
1433.87958,-0.4,9.6,0.55,-0.01,-0.02,0,Stand
1433.984225,-0.56,9.61,0.57,-0.02,-0.02,0.01,Stand
1434.10637,-0.46,9.6,0.54,-0.01,-0.02,0.01,Stand
1434.194496,-0.49,9.61,0.56,-0.01,-0.02,0,Stand
1434.300097,-0.52,9.63,0.53,-0.01,-0.02,0,Stand
1434.404706,-0.53,9.64,0.56,-0.01,-0.02,0.01,Stand
1434.509683,-0.46,9.62,0.56,-0.01,-0.03,0.01,Stand
1434.614133,-0.45,9.62,0.52,-0.01,-0.02,0.01,Stand
1434.720061,-0.51,9.62,0.56,-0.01,-0.02,0.01,Stand
1434.825263,-0.43,9.62,0.53,-0.03,-0.01,0.01,Stand
1434.930058,-0.51,9.57,0.57,-0.02,-0.02,0.01,Stand
1435.035188,-0.41,9.54,0.52,-0.02,-0.02,0,Stand
1435.140182,-0.51,9.6,0.51,-0.02,-0.02,0.01,Stand
1435.244572,-0.5,9.63,0.51,-0.03,-0.03,0.01,Stand
1435.34913,-0.52,9.62,0.58,-0.02,-0.03,0,Stand
1435.455084,-0.51,9.59,0.52,-0.02,-0.03,0.01,Stand
1435.560274,-0.47,9.64,0.54,-0.03,-0.03,0.01,Stand
1435.665213,-0.52,9.6,0.53,-0.02,-0.03,0,Stand
1435.771259,-0.51,9.63,0.56,-0.02,-0.02,0,Stand
1435.874363,-0.51,9.66,0.55,-0.01,-0.02,0.01,Stand
1435.979215,-0.52,9.63,0.57,-0.01,-0.02,0.01,Stand
1436.085153,-0.51,9.62,0.53,-0.02,-0.03,0.01,Stand
1436.189733,-0.57,9.64,0.57,-0.02,-0.03,0,Stand
1436.294635,-0.53,9.69,0.59,-0.02,-0.03,0.01,Stand
1436.39963,-0.51,9.65,0.53,-0.03,-0.02,0.02,Stand
1436.504357,-0.54,9.61,0.53,-0.02,-0.02,0,Stand
1436.610092,-0.48,9.58,0.52,-0.02,-0.03,0.01,Stand
1436.715098,-0.51,9.62,0.56,-0.02,-0.02,0.01,Stand
1436.819654,-0.51,9.59,0.58,-0.03,-0.03,0.01,Stand
1436.925334,-0.49,9.6,0.56,-0.02,-0.03,0.01,Stand
1437.029581,-0.54,9.65,0.55,-0.02,-0.04,0.01,Stand
1437.134994,-0.45,9.6,0.55,-0.03,-0.03,0.01,Stand
1437.239538,-0.43,9.58,0.58,-0.03,-0.02,0,Stand
1437.34454,-0.53,9.6,0.62,-0.03,-0.03,0,Stand
1437.449975,-0.56,9.62,0.62,-0.03,-0.03,0.01,Stand
1437.554623,-0.57,9.65,0.58,-0.03,-0.04,0.01,Stand
1437.659996,-0.48,9.58,0.65,-0.05,-0.04,0,Stand
1437.779914,-0.5,9.59,0.66,-0.04,-0.03,0.01,Stand
1437.870305,-0.53,9.62,0.68,-0.05,-0.03,0,Stand
1437.975354,-0.54,9.59,0.76,-0.05,-0.04,-0.01,Stand
1438.079796,-0.62,9.63,0.74,-0.04,-0.03,0,Stand
1438.184466,-0.53,9.58,0.8,-0.04,-0.03,0.01,Stand
1438.289976,-0.55,9.62,0.79,-0.03,-0.03,0.02,Stand
1438.39503,-0.55,9.56,0.83,-0.03,-0.03,0,Stand
1438.499575,-0.61,9.62,0.82,-0.02,-0.03,0,Stand
1438.604431,-0.62,9.58,0.83,-0.03,-0.04,0.01,Stand
1438.709882,-0.47,9.54,0.8,-0.02,-0.03,0,Stand
1438.815396,-0.55,9.6,0.81,-0.03,-0.03,0,Stand
1438.919002,-0.56,9.61,0.83,-0.01,-0.04,0.02,Stand
1439.039861,-0.54,9.59,0.86,-0.01,-0.03,0.01,Stand
1439.129586,-0.51,9.54,0.83,-0.01,-0.02,0.01,Stand
1439.234584,-0.6,9.62,0.84,-0.01,-0.02,0,Stand
1439.339037,-0.49,9.57,0.76,0.01,-0.03,0.01,Stand
1439.445011,-0.62,9.61,0.82,0,-0.02,0,Stand
1439.550372,-0.54,9.54,0.75,0,-0.02,0.01,Stand
1439.655045,-0.6,9.58,0.72,0,-0.02,0.01,Stand
1439.760364,-0.47,9.57,0.66,0,-0.03,0.01,Stand
1439.865134,-0.63,9.68,0.68,0,-0.03,0,Stand
1439.969514,-0.49,9.56,0.69,-0.01,-0.03,0.01,Stand
1440.075309,-0.39,9.53,0.63,0,-0.02,0.01,Stand
1440.180038,-0.64,9.63,0.56,-0.02,-0.01,0.01,Stand
1440.285064,-0.62,9.64,0.67,-0.03,-0.02,0.04,Stand
1440.389342,-0.47,9.6,0.68,-0.03,-0.02,0.01,Stand
1440.495085,-0.56,9.59,0.66,-0.03,-0.02,0.01,Stand
1440.599881,-0.51,9.59,0.66,-0.02,-0.02,0.02,Stand
1440.704467,-0.53,9.57,0.66,-0.02,-0.01,0.01,Stand
1440.808776,-0.59,9.6,0.7,-0.02,-0.02,0.01,Stand
1440.914369,-0.56,9.62,0.66,-0.01,-0.03,0.02,Stand
1441.020106,-0.48,9.63,0.66,-0.02,-0.03,0.02,Stand
1441.125112,-0.54,9.61,0.64,-0.03,-0.03,0.01,Stand
1441.229545,-0.57,9.61,0.73,-0.02,-0.02,0.01,Stand
1441.335112,-0.53,9.62,0.68,-0.03,-0.02,0,Stand
1441.440185,-0.56,9.65,0.69,-0.03,-0.02,0.01,Stand
1441.54464,-0.54,9.58,0.67,-0.02,-0.01,0.01,Stand
1441.649056,-0.53,9.59,0.68,-0.02,-0.02,0.02,Stand
1441.754536,-0.53,9.61,0.7,-0.02,-0.03,0.02,Stand
1441.859715,-0.57,9.59,0.73,-0.02,-0.03,0.01,Stand
1441.964537,-0.51,9.62,0.72,-0.03,-0.03,0.01,Stand
1442.069611,-0.47,9.58,0.7,-0.02,-0.02,0.01,Stand
1442.175313,-0.5,9.59,0.7,-0.01,-0.02,0,Stand
1442.279432,-0.51,9.6,0.7,-0.01,-0.02,0,Stand
1442.384568,-0.57,9.61,0.69,-0.01,-0.02,0.01,Stand
1442.489966,-0.5,9.59,0.68,-0.02,-0.03,0.02,Stand
1442.594639,-0.51,9.58,0.7,-0.01,-0.03,0.01,Stand
1442.69949,-0.52,9.59,0.7,-0.02,-0.02,0.01,Stand
1442.804958,-0.55,9.63,0.71,-0.02,-0.02,0.01,Stand
1442.908957,-0.54,9.56,0.79,-0.01,-0.01,0,Stand
1443.014565,-0.48,9.61,0.7,-0.01,-0.02,0.01,Stand
1443.119747,-0.53,9.63,0.67,-0.02,-0.02,0.01,Stand
1443.224475,-0.49,9.62,0.7,-0.01,-0.02,0.01,Stand
1443.329371,-0.54,9.61,0.62,-0.01,-0.02,0.01,Stand
1443.434873,-0.51,9.59,0.63,-0.02,-0.03,0.01,Stand
1443.539462,-0.46,9.58,0.61,-0.02,-0.02,0.01,Stand
1443.644465,-0.52,9.59,0.64,-0.02,-0.02,0.01,Stand
1443.749763,-0.51,9.58,0.63,-0.01,-0.03,0.01,Stand
1443.855247,-0.5,9.6,0.61,-0.01,-0.02,0.01,Stand
1443.960305,-0.51,9.57,0.63,-0.02,-0.02,0.01,Stand
1444.064486,-0.5,9.62,0.61,-0.03,-0.03,0.01,Stand
1444.171094,-0.53,9.6,0.61,-0.03,-0.03,0.01,Stand
1444.275222,-0.49,9.55,0.71,-0.03,-0.01,0,Stand
1444.379433,-0.48,9.58,0.71,-0.02,-0.02,0,Stand
1444.500105,-0.51,9.6,0.66,-0.02,-0.02,0,Stand
1444.5901,-0.46,9.56,0.64,-0.02,-0.03,0.01,Stand
1444.694776,-0.51,9.6,0.66,-0.03,-0.03,0.01,Stand
1444.799299,-0.53,9.6,0.67,-0.01,-0.02,0.01,Stand
1444.904012,-2.01,10.44,0.27,-0.01,-0.03,-0.12,Stand
1445.009825,-1.2,9.88,0.68,-0.05,-0.02,0.04,Stand
1445.115005,-0.12,9.49,0.68,-0.05,-0.02,0.04,Stand
1445.220052,-0.62,9.62,0.74,-0.03,-0.02,-0.04,Stand
1445.324518,-0.69,9.59,0.71,-0.02,-0.02,0.01,Stand
1445.459818,-0.84,9.67,0.85,-0.03,0,0.03,Stand
1445.534006,-0.5,9.56,0.74,0,-0.02,0.02,Stand
1445.639031,-0.62,9.64,0.63,0.01,-0.03,0.04,Stand
1445.744115,-0.25,9.51,0.55,0,-0.03,0.07,Stand
1445.848739,-0.77,9.75,0.69,-0.01,-0.04,0.07,Stand
1445.954076,-0.06,9.49,0.66,-0.03,-0.04,0.06,Stand
1446.059772,-0.39,9.63,0.64,-0.02,-0.04,0.03,Stand
1446.164447,-0.33,9.62,0.61,-0.02,-0.03,0.05,Stand
1446.270295,-0.05,9.57,0.58,-0.02,-0.03,0.01,Stand
1446.374724,-0.24,9.61,0.66,-0.03,-0.03,0.03,Stand
1446.479091,-0.24,9.62,0.69,-0.02,-0.03,0.02,Stand
1446.584828,-0.16,9.57,0.68,-0.03,-0.03,0.02,Stand
1446.689513,-0.22,9.63,0.69,-0.03,-0.03,0.01,Stand
1446.794451,-0.19,9.61,0.74,-0.04,-0.03,0,Stand
1446.898844,-0.2,9.62,0.69,-0.03,-0.03,0,Stand
1447.006116,-0.27,9.57,0.73,-0.03,-0.03,0,Stand
1447.110055,-0.21,9.65,0.69,-0.03,-0.03,0.01,Stand
1447.214739,-0.19,9.61,0.73,-0.03,-0.03,0.01,Stand
1447.319934,-0.25,9.67,0.74,-0.03,-0.03,0.01,Stand
1447.425837,-0.16,9.63,0.71,-0.02,-0.02,0,Stand
1447.529701,-0.27,9.61,0.74,-0.04,-0.02,0,Stand
1447.634467,-0.27,9.67,0.72,-0.01,-0.02,0.01,Stand
1447.754834,-0.23,9.59,0.78,-0.02,-0.02,0.01,Stand
1447.845355,-0.25,9.59,0.76,-0.02,-0.03,0.01,Stand
1447.950245,-0.23,9.57,0.77,-0.02,-0.02,0.01,Stand
1448.055104,-0.26,9.6,0.77,-0.01,-0.02,0,Stand
1448.159829,-0.21,9.56,0.75,-0.02,-0.02,0.01,Stand
1448.265009,-0.27,9.62,0.73,-0.02,-0.02,0.01,Stand
1448.369387,-0.31,9.59,0.8,-0.02,-0.02,0.01,Stand
1448.475149,-0.23,9.64,0.75,-0.02,-0.02,0.01,Stand
1448.580156,-0.24,9.64,0.76,-0.01,-0.02,0.01,Stand
1448.684745,-0.27,9.67,0.74,-0.02,-0.02,0.01,Stand
1448.790088,-0.25,9.6,0.75,-0.02,-0.02,0.01,Stand
1448.89501,-0.29,9.63,0.78,-0.01,-0.02,0,Stand
1449.000069,-0.23,9.6,0.81,-0.01,-0.02,0.01,Stand
1449.105316,-0.28,9.6,0.74,-0.01,-0.02,0.01,Stand
1449.209835,-0.3,9.63,0.79,-0.02,-0.02,0.01,Stand
1449.315476,-0.27,9.63,0.72,-0.02,-0.02,0.01,Stand
1449.419459,-0.22,9.61,0.76,-0.02,-0.01,0.01,Stand
1449.525075,-0.22,9.61,0.76,-0.02,-0.02,0.01,Stand
1449.630083,-0.3,9.6,0.75,-0.03,-0.03,0,Stand
1449.734485,-0.24,9.59,0.76,-0.02,-0.02,0.01,Stand
1449.839959,-0.3,9.62,0.75,-0.03,-0.02,0,Stand
1449.945104,-0.25,9.59,0.76,-0.02,-0.02,0,Stand
1450.049539,-0.27,9.58,0.72,-0.03,-0.02,0,Stand
1450.155079,-0.33,9.6,0.75,-0.03,-0.02,0,Stand
1450.260338,-0.27,9.59,0.75,-0.04,-0.03,0.01,Stand
1450.364482,-0.33,9.63,0.79,-0.03,-0.03,0,Stand
1450.469524,-0.38,9.6,0.85,-0.03,-0.03,0,Stand
1450.574328,-0.27,9.56,0.82,-0.02,-0.02,-0.01,Stand
1450.679871,-0.32,9.6,0.79,-0.03,-0.03,0,Stand
1450.784308,-0.26,9.57,0.7,-0.03,-0.01,-0.02,Stand
1450.888745,-0.37,9.57,0.83,-0.02,-0.02,0,Stand
1450.994002,-0.44,9.58,0.87,-0.03,-0.02,-0.02,Stand
1451.099343,-0.47,9.59,0.88,-0.03,-0.03,-0.01,Stand
1451.203674,-0.34,9.56,0.82,-0.05,-0.03,-0.02,Stand
1451.3094,-0.52,9.63,0.96,-0.05,-0.03,0,Stand
1451.4151,-0.61,9.62,0.99,-0.04,-0.02,-0.02,Stand
1451.519529,-0.41,9.51,0.97,-0.04,-0.01,-0.01,Stand
1451.624484,-0.59,9.62,1.04,-0.03,-0.01,0.01,Stand
1451.729837,-0.55,9.61,1.02,-0.02,-0.02,-0.01,Stand
1451.866733,-0.51,9.56,0.96,0,-0.01,0,Stand
1451.939065,-0.54,9.58,0.98,-0.01,-0.02,0,Stand
1452.04521,-0.49,9.59,0.92,-0.01,-0.02,0.02,Stand
1452.150161,-0.46,9.53,0.97,-0.01,-0.01,0.01,Stand
1452.255261,-0.52,9.62,0.93,-0.01,-0.02,0.01,Stand
1452.360202,-0.51,9.56,0.97,0,-0.01,0.01,Stand
1452.465118,-0.53,9.58,0.92,0,-0.01,0.01,Stand
1452.569949,-0.64,9.64,0.9,-0.01,-0.02,0.02,Stand
1452.676327,-0.51,9.6,0.89,-0.01,-0.02,0.03,Stand
1452.780138,-0.39,9.54,0.88,-0.01,-0.01,0.01,Stand
1452.884363,-0.43,9.54,0.85,-0.01,-0.01,0.01,Stand
1452.990193,-0.36,9.53,0.76,0,0,0,Stand
1453.095517,-0.46,9.58,0.8,-0.01,-0.01,0.02,Stand
1453.200312,-0.43,9.6,0.79,0,-0.01,0.01,Stand
1453.305333,-0.43,9.58,0.78,0,-0.01,0.01,Stand
1453.410113,-0.53,9.6,0.69,-0.01,-0.02,0.02,Stand
1453.514597,-0.43,9.67,0.74,-0.01,-0.02,0.02,Stand
1453.620147,-0.4,9.58,0.68,0,-0.02,0.01,Stand
1453.725052,-0.48,9.64,0.72,0,-0.02,0.01,Stand
1453.828964,-0.39,9.6,0.66,-0.01,-0.03,0.02,Stand
1453.934481,-0.37,9.62,0.68,-0.01,-0.01,0.01,Stand
1454.03951,-0.54,9.62,0.64,-0.02,-0.02,0,Stand
1454.14482,-0.45,9.62,0.65,-0.02,-0.02,0.02,Stand
1454.249465,-0.4,9.57,0.65,-0.01,-0.02,0.01,Stand
1454.354461,-0.42,9.61,0.62,-0.02,-0.03,0.01,Stand
1454.459776,-0.43,9.63,0.66,-0.03,-0.03,0.01,Stand
1454.564455,-0.42,9.6,0.7,-0.01,-0.02,0,Stand
1454.669757,-0.42,9.59,0.61,-0.01,-0.02,0,Stand
1454.774902,-0.41,9.62,0.68,-0.01,-0.02,0.01,Stand
